Temp,Humd,Label
27.0,38.0,1
27.0,38.0,1
27.0,37.0,1
27.0,37.0,1
27.0,37.0,1
27.0,37.0,1
27.0,37.0,1
27.0,37.0,1
27.0,37.0,1
27.0,37.0,1
27.0,37.0,1
27.0,37.0,1
27.0,37.0,1
27.0,37.0,1
27.0,37.0,1
27.0,37.0,1
27.0,37.0,1
27.0,37.0,1
27.0,37.0,1
27.0,37.0,1
27.0,37.0,1
27.0,37.0,1
27.0,37.0,1
27.0,37.0,1
27.0,37.0,1
27.0,37.0,1
27.0,37.0,1
27.0,37.0,1
27.0,37.0,1
27.0,37.0,1
27.0,37.0,1
27.0,37.0,1
27.0,37.0,1
27.0,37.0,1
27.0,36.0,1
27.0,36.0,1
27.0,36.0,1
27.0,36.0,1
27.0,36.0,1
27.0,36.0,1
27.0,36.0,1
27.0,36.0,1
27.0,36.0,1
27.0,36.0,1
27.0,36.0,1
27.0,36.0,1
27.0,36.0,1
27.0,36.0,1
27.0,36.0,1
27.0,36.0,1
27.0,36.0,1
27.0,36.0,1
27.0,36.0,1
27.0,36.0,1
27.0,36.0,1
27.0,36.0,1
27.0,36.0,1
27.0,36.0,1
27.0,36.0,1
27.0,36.0,1
27.0,35.0,1
27.0,35.0,1
27.0,35.0,1
27.0,35.0,1
27.0,35.0,1
27.0,35.0,1
27.0,35.0,1
27.0,35.0,1
27.0,36.0,1
27.0,42.0,1
27.0,51.0,1
27.0,55.0,1
28.0,54.0,1
28.0,55.0,1
28.0,56.0,1
28.0,57.0,1
28.0,57.0,1
28.0,57.0,1
28.0,57.0,1
28.0,58.0,1
28.0,58.0,1
28.0,58.0,1
28.0,58.0,1
28.0,58.0,1
28.0,58.0,1
28.0,58.0,1
28.0,59.0,1
28.0,59.0,1
28.0,58.0,1
28.0,59.0,1
28.0,60.0,1
28.0,61.0,1
28.0,61.0,1
28.0,62.0,1
28.0,62.0,1
28.0,67.0,1
28.0,70.0,1
28.0,72.0,1
28.0,72.0,1
28.0,72.0,1
28.0,72.0,1
28.0,74.0,1
28.0,76.0,1
28.0,76.0,1
28.0,77.0,1
28.0,77.0,1
28.0,78.0,1
29.0,80.0,1
29.0,81.0,1
29.0,83.0,1
30.0,83.0,1
30.0,83.0,1
30.0,83.0,1
30.0,83.0,1
30.0,83.0,1
30.0,83.0,1
30.0,84.0,1
30.0,84.0,1
31.0,85.0,1
31.0,85.0,1
31.0,85.0,1
31.0,87.0,1
31.0,87.0,1
31.0,87.0,1
31.0,87.0,1
31.0,87.0,1
31.0,87.0,1
31.0,87.0,1
31.0,87.0,1
31.0,87.0,1
31.0,87.0,1
31.0,88.0,1
31.0,88.0,1
31.0,87.0,1
31.0,88.0,1
31.0,88.0,1
31.0,88.0,1
31.0,88.0,1
31.0,88.0,1
31.0,88.0,1
31.0,88.0,1
31.0,88.0,1
31.0,88.0,1
31.0,88.0,1
31.0,88.0,1
32.0,88.0,1
32.0,88.0,1
32.0,88.0,1
32.0,88.0,1
32.0,88.0,1
32.0,88.0,1
32.0,88.0,1
32.0,88.0,1
32.0,88.0,1
32.0,88.0,1
32.0,88.0,1
32.0,88.0,1
32.0,88.0,1
31.0,88.0,1
31.0,88.0,1
31.0,88.0,1
31.0,88.0,1
31.0,88.0,1
31.0,88.0,1
31.0,87.0,1
31.0,87.0,1
31.0,87.0,1
31.0,87.0,1
31.0,87.0,1
31.0,87.0,1
31.0,87.0,1
31.0,87.0,1
31.0,87.0,1
31.0,87.0,1
31.0,86.0,1
31.0,84.0,1
31.0,85.0,1
30.0,84.0,1
30.0,84.0,1
30.0,84.0,1
30.0,84.0,1
30.0,83.0,1
30.0,83.0,1
30.0,83.0,1
30.0,78.0,1
30.0,78.0,1
29.0,78.0,1
29.0,78.0,1
29.0,78.0,1
29.0,77.0,1
29.0,76.0,1
29.0,76.0,1
29.0,76.0,1
29.0,76.0,1
29.0,75.0,1
29.0,72.0,1
29.0,72.0,1
29.0,72.0,1
29.0,71.0,1
29.0,71.0,1
29.0,70.0,1
29.0,70.0,1
29.0,69.0,1
29.0,69.0,1
29.0,68.0,1
29.0,68.0,1
29.0,68.0,1
28.0,65.0,1
28.0,62.0,1
28.0,59.0,1
28.0,59.0,1
28.0,59.0,1
28.0,56.0,1
28.0,56.0,1
28.0,56.0,1
28.0,53.0,1
28.0,53.0,1
28.0,53.0,1
28.0,53.0,1
28.0,52.0,1
28.0,52.0,1
28.0,52.0,1
28.0,50.0,1
28.0,50.0,1
28.0,49.0,1
28.0,49.0,1
28.0,49.0,1
28.0,48.0,1
27.0,49.0,1
27.0,49.0,1
27.0,49.0,1
27.0,49.0,1
27.0,48.0,1
27.0,48.0,1
27.0,47.0,1
27.0,47.0,1
27.0,47.0,1
27.0,47.0,1
27.0,46.0,1
27.0,46.0,1
27.0,46.0,1
27.0,46.0,1
27.0,46.0,1
27.0,45.0,1
27.0,44.0,1
27.0,44.0,1
27.0,44.0,1
27.0,44.0,1
27.0,45.0,1
27.0,45.0,1
27.0,45.0,1
27.0,46.0,1
27.0,46.0,1
27.0,46.0,1
27.0,47.0,1
27.0,47.0,1
27.0,47.0,1
27.0,47.0,1
27.0,48.0,1
27.0,48.0,1
27.0,48.0,1
27.0,48.0,1
27.0,48.0,1
27.0,49.0,1
26.0,49.0,1
26.0,49.0,1
26.0,49.0,1
26.0,49.0,1
26.0,50.0,1
26.0,51.0,1
26.0,51.0,1
26.0,51.0,1
26.0,51.0,1
26.0,52.0,1
26.0,52.0,1
26.0,52.0,1
26.0,53.0,1
26.0,53.0,1
26.0,53.0,1
26.0,54.0,1
25.0,55.0,1
25.0,55.0,1
25.0,56.0,1
25.0,56.0,1
25.0,56.0,1
25.0,58.0,1
25.0,58.0,1
25.0,58.0,1
25.0,58.0,1
25.0,59.0,1
25.0,59.0,1
25.0,59.0,1
25.0,59.0,1
25.0,59.0,1
25.0,59.0,1
25.0,60.0,1
25.0,60.0,1
25.0,60.0,1
25.0,60.0,1
25.0,61.0,1
25.0,61.0,1
25.0,61.0,1
25.0,62.0,1
25.0,62.0,1
25.0,62.0,1
25.0,62.0,1
24.0,62.0,1
24.0,62.0,1
24.0,62.0,1
24.0,63.0,1
24.0,63.0,1
24.0,63.0,1
24.0,63.0,1
24.0,63.0,1
24.0,63.0,1
24.0,64.0,1
24.0,64.0,1
24.0,64.0,1
24.0,64.0,1
24.0,64.0,1
24.0,64.0,1
24.0,65.0,1
24.0,65.0,1
24.0,65.0,1
24.0,65.0,1
24.0,65.0,1
24.0,65.0,1
24.0,66.0,1
24.0,66.0,1
24.0,66.0,1
24.0,66.0,1
24.0,66.0,1
24.0,66.0,1
24.0,66.0,1
24.0,66.0,1
24.0,66.0,1
24.0,65.0,1
24.0,65.0,1
24.0,64.0,1
24.0,64.0,1
24.0,64.0,1
24.0,62.0,1
24.0,62.0,1
24.0,61.0,1
24.0,61.0,1
24.0,60.0,1
24.0,60.0,1
24.0,60.0,1
24.0,59.0,1
24.0,59.0,1
24.0,57.0,1
24.0,57.0,1
24.0,57.0,1
24.0,56.0,1
24.0,56.0,1
24.0,56.0,1
24.0,55.0,1
24.0,55.0,1
24.0,55.0,1
24.0,54.0,1
24.0,54.0,1
24.0,54.0,1
24.0,54.0,1
24.0,53.0,1
24.0,53.0,1
24.0,52.0,1
24.0,52.0,1
24.0,51.0,1
24.0,51.0,1
24.0,51.0,1
24.0,51.0,1
24.0,50.0,1
24.0,50.0,1
24.0,50.0,1
24.0,50.0,1
24.0,49.0,1
24.0,49.0,1
24.0,48.0,1
24.0,48.0,1
24.0,48.0,1
24.0,48.0,1
24.0,48.0,1
24.0,47.0,1
24.0,47.0,1
24.0,47.0,1
24.0,47.0,1
24.0,46.0,1
24.0,46.0,1
24.0,46.0,1
24.0,46.0,1
24.0,46.0,1
24.0,46.0,1
24.0,45.0,1
24.0,45.0,1
24.0,45.0,1
24.0,45.0,1
24.0,45.0,1
24.0,45.0,1
24.0,45.0,1
24.0,45.0,1
24.0,45.0,1
24.0,45.0,1
24.0,45.0,1
24.0,45.0,1
24.0,44.0,1
24.0,44.0,1
24.0,44.0,1
24.0,44.0,1
24.0,44.0,1
24.0,44.0,1
24.0,44.0,1
24.0,44.0,1
24.0,43.0,1
24.0,43.0,1
24.0,43.0,1
24.0,43.0,1
24.0,43.0,1
24.0,43.0,1
24.0,43.0,1
24.0,43.0,1
24.0,43.0,1
24.0,43.0,1
24.0,43.0,1
24.0,43.0,1
24.0,43.0,1
24.0,42.0,1
24.0,42.0,1
24.0,42.0,1
24.0,42.0,1
24.0,42.0,1
24.0,42.0,1
24.0,42.0,1
24.0,42.0,1
24.0,42.0,1
24.0,42.0,1
24.0,42.0,1
24.0,42.0,1
24.0,42.0,1
24.0,41.0,1
24.0,41.0,1
24.0,41.0,1
24.0,41.0,1
24.0,41.0,1
24.0,41.0,1
24.0,40.0,1
24.0,40.0,1
24.0,40.0,1
24.0,40.0,1
24.0,40.0,1
24.0,40.0,1
24.0,40.0,1
24.0,40.0,1
24.0,39.0,1
24.0,39.0,1
24.0,39.0,1
24.0,39.0,1
24.0,39.0,1
24.0,39.0,1
24.0,39.0,1
24.0,39.0,1
24.0,39.0,1
24.0,39.0,1
24.0,39.0,1
24.0,39.0,1
24.0,39.0,1
24.0,39.0,1
24.0,39.0,1
24.0,39.0,1
24.0,39.0,1
24.0,39.0,1
24.0,39.0,1
24.0,39.0,1
24.0,39.0,1
24.0,39.0,1
24.0,39.0,1
24.0,39.0,1
24.0,38.0,1
24.0,38.0,1
24.0,38.0,1
24.0,38.0,1
24.0,38.0,1
24.0,38.0,1
24.0,38.0,1
24.0,38.0,1
24.0,38.0,1
24.0,38.0,1
24.0,38.0,1
24.0,38.0,1
24.0,38.0,1
24.0,38.0,1
24.0,38.0,1
24.0,38.0,1
24.0,38.0,1
24.0,38.0,1
24.0,38.0,1
24.0,38.0,1
24.0,38.0,1
24.0,38.0,1
24.0,38.0,1
24.0,38.0,1
24.0,38.0,1
24.0,38.0,1
24.0,38.0,1
24.0,37.0,1
24.0,37.0,1
24.0,37.0,1
24.0,37.0,1
24.0,37.0,1
24.0,37.0,1
24.0,37.0,1
24.0,37.0,1
24.0,37.0,1
24.0,37.0,1
24.0,37.0,1
24.0,37.0,1
24.0,37.0,1
24.0,37.0,1
24.0,37.0,1
24.0,39.0,1
24.0,39.0,1
24.0,40.0,1
24.0,41.0,1
24.0,41.0,1
24.0,42.0,1
24.0,43.0,1
24.0,43.0,1
24.0,43.0,1
24.0,44.0,1
24.0,46.0,1
24.0,46.0,1
24.0,47.0,1
24.0,47.0,1
24.0,47.0,1
24.0,47.0,1
24.0,48.0,1
24.0,48.0,1
23.0,48.0,1
23.0,48.0,1
23.0,49.0,1
23.0,49.0,1
23.0,50.0,1
23.0,50.0,1
23.0,51.0,1
23.0,51.0,1
23.0,51.0,1
23.0,51.0,1
23.0,52.0,1
23.0,53.0,1
23.0,53.0,1
23.0,53.0,1
23.0,53.0,1
23.0,53.0,1
23.0,53.0,1
23.0,53.0,1
23.0,53.0,1
23.0,53.0,1
23.0,53.0,1
23.0,53.0,1
23.0,53.0,1
23.0,54.0,1
23.0,54.0,1
23.0,54.0,1
23.0,55.0,1
23.0,55.0,1
23.0,55.0,1
23.0,56.0,1
23.0,56.0,1
23.0,56.0,1
23.0,57.0,1
23.0,57.0,1
23.0,57.0,1
23.0,57.0,1
23.0,58.0,1
23.0,58.0,1
23.0,58.0,1
23.0,58.0,1
23.0,59.0,1
23.0,59.0,1
23.0,59.0,1
23.0,59.0,1
23.0,59.0,1
23.0,60.0,1
23.0,60.0,1
22.0,60.0,1
22.0,61.0,1
22.0,61.0,1
22.0,61.0,1
22.0,61.0,1
22.0,62.0,1
22.0,62.0,1
22.0,62.0,1
22.0,62.0,1
22.0,62.0,1
22.0,62.0,1
22.0,62.0,1
22.0,61.0,1
22.0,61.0,1
22.0,61.0,1
22.0,61.0,1
22.0,61.0,1
22.0,60.0,1
22.0,60.0,1
22.0,60.0,1
22.0,59.0,1
22.0,59.0,1
22.0,59.0,1
22.0,59.0,1
22.0,59.0,1
22.0,59.0,1
22.0,58.0,1
22.0,58.0,1
22.0,58.0,1
22.0,58.0,1
22.0,58.0,1
22.0,57.0,1
22.0,57.0,1
22.0,57.0,1
22.0,57.0,1
22.0,57.0,1
22.0,55.0,1
22.0,55.0,1
22.0,55.0,1
22.0,55.0,1
22.0,55.0,1
22.0,54.0,1
22.0,54.0,1
22.0,54.0,1
22.0,53.0,1
22.0,53.0,1
22.0,53.0,1
22.0,53.0,1
23.0,53.0,1
23.0,53.0,1
23.0,52.0,1
23.0,52.0,1
23.0,52.0,1
23.0,52.0,1
23.0,52.0,1
23.0,51.0,1
23.0,51.0,1
23.0,51.0,1
23.0,51.0,1
23.0,50.0,1
23.0,50.0,1
23.0,50.0,1
23.0,50.0,1
23.0,50.0,1
23.0,50.0,1
23.0,50.0,1
23.0,50.0,1
23.0,50.0,1
23.0,50.0,1
23.0,50.0,1
23.0,50.0,1
23.0,49.0,1
23.0,49.0,1
23.0,49.0,1
23.0,49.0,1
23.0,49.0,1
23.0,49.0,1
23.0,49.0,1
23.0,48.0,1
23.0,48.0,1
23.0,48.0,1
23.0,48.0,1
23.0,48.0,1
23.0,48.0,1
23.0,48.0,1
23.0,47.0,1
23.0,47.0,1
23.0,47.0,1
23.0,47.0,1
23.0,47.0,1
23.0,47.0,1
23.0,47.0,1
366.0,901.0,0
53.0,146.0,0
61.0,117.0,0
86.0,169.0,0
86.0,44.0,0
98.0,72.0,0
30.0,56.0,0
79.0,159.0,0
33.0,74.0,0
73.0,122.0,0
36.0,143.0,0
35.0,90.0,0
64.0,48.0,0
78.0,77.0,0
36.0,41.0,0
63.0,114.0,0
87.0,32.0,0
92.0,141.0,0
78.0,177.0,0
41.0,105.0,0
58.0,52.0,0
80.0,178.0,0
68.0,47.0,0
63.0,102.0,0
94.0,95.0,0
34.0,84.0,0
43.0,167.0,0
52.0,78.0,0
57.0,106.0,0
40.0,73.0,0
43.0,159.0,0
84.0,123.0,0
65.0,191.0,0
78.0,137.0,0
34.0,185.0,0
34.0,72.0,0
92.0,155.0,0
53.0,183.0,0
75.0,133.0,0
66.0,105.0,0
82.0,164.0,0
56.0,194.0,0
24.0,39.0,0
59.0,181.0,0
27.0,114.0,0
90.0,50.0,0
72.0,135.0,0
50.0,191.0,0
43.0,51.0,0
48.0,37.0,0
33.0,128.0,0
57.0,78.0,0
72.0,44.0,0
67.0,68.0,0
47.0,61.0,0
76.0,101.0,0
97.0,186.0,0
22.0,150.0,0
36.0,71.0,0
75.0,90.0,0
39.0,107.0,0
43.0,185.0,0
81.0,55.0,0
49.0,144.0,0
52.0,58.0,0
58.0,103.0,0
93.0,174.0,0
34.0,41.0,0
21.0,198.0,0
56.0,37.0,0
68.0,55.0,0
92.0,71.0,0
43.0,137.0,0
80.0,178.0,0
25.0,187.0,0
